rule_chain,node_name,node_type,status,output_field,source_fields,source_params,tinyexpr,tinyexpr_suggested,multi_output_sibling_fields,reason,original_code
PrismB3,Prism,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.timestamp=metadata.ts

msg.metadatatimestamp = metadata.timestamp

dif_horas = metadata.ts - metadata.timestamp 

dif_horas = dif_horas/(3600*1000)

if(msg.valor_inicial==""True""){
    
    tiempo_acumulado =  metadata.ts - parseFloat(metadata.shared_TimeIni)*1000
    
    tiempo_acumulado =  tiempo_acumulado/(1000*3600)
}
else{
    
    tiempo_acumulado = (dif_horas + parseFloat(metadata.tiempo_acumulado))
}


inc_dist_hor=((Math.pow((Math.pow(msg.este-metadata.este,2)+Math.pow(msg.norte-metadata.norte,2)),0.5))*1000)

/*

if ((typeof msg.este_dia != 'undefined')) {
    
    inc_dist_hor_dia=((Math.pow((Math.pow(msg.este-msg.este_dia,2)+Math.pow(msg.norte-msg.norte_dia,2)),0.5))*1000)
    
    inc_dis_ver_dia=((msg.elevacion-msg.elevacion_dia)*1000)
    
    inc_dist_vector_dia=(Math.pow(Math.pow(inc_dist_hor_dia,2)+Math.pow(inc_dis_ver_dia,2),0.5))
    
    dif_horas_dia = metadata.ts - msg.timestamp_dia 

    dif_horas_dia = dif_horas_dia/(3600*1000)
    
    inc_vel_hor_dia = ((inc_dist_hor_dia/dif_horas_dia)*24)

    inc_vel_ver_dia=((inc_dis_ver_dia/dif_horas_dia)*24)
    
    inc_vel_vector_dia=((inc_dist_vector_dia/dif_horas_dia)*24)
    
    msg.inc_vel_ver_dia=inc_vel_ver_dia.toFixed(4)
    
    msg.inc_vel_hor_dia =inc_vel_hor_dia.toFixed(4)
    
    msg.inc_vel_vector_dia=inc_vel_vector_dia.toFixed(4)
    
    msg.inc_dis_ver_dia=inc_dis_ver_dia.toFixed(4)
    
    msg.inc_dist_hor_dia = inc_dist_hor_dia.toFixed(4)
    
    msg.inc_dist_vector_dia =inc_dist_vector_dia.toFixed(4)
    
    x_dia=parseFloat(msg.este)-parseFloat(msg.este_dia)

    y_dia=parseFloat(msg.norte)-parseFloat(msg.norte_dia)
    
    msg.x_dia = x_dia.toFixed(2) 

    msg.y_dia = y_dia.toFixed(2)
    
    

    msg.valores_diarios='Entre'
    
}

*/

vel_dif_horas=dif_horas

if(dif_horas<0.01){
    
    vel_dif_horas=0.25
}


inc_vel_hor = ((inc_dist_hor/vel_dif_horas)*24)

inc_dis_ver=((msg.elevacion-metadata.elevacion)*1000)


inc_vel_ver=((inc_dis_ver/vel_dif_horas)*24)

inc_dist_vector=(Math.pow(Math.pow(inc_dist_hor,2)+Math.pow(inc_dis_ver,2),0.5))

inc_vel_vector=((inc_dist_vector/vel_dif_horas)*24)

inc_vel_vector_inverso=1/inc_vel_vector

acu_dist_hor =(Math.pow((Math.pow((msg.este-metadata.shared_EastingIni),2)+Math.pow((msg.norte-metadata.shared_NorthingIni),2)),0.5)*1000)

acu_vel_hor = ((acu_dist_hor/tiempo_acumulado)*24)

acu_dis_vert = ((msg.elevacion-metadata.shared_ElevationIni)*1000) 

acu_vel_vert = ((acu_dis_vert/tiempo_acumulado)*24)

acu_dis_vector = (Math.pow((Math.pow(acu_dist_hor,2)+Math.pow(acu_dis_vert,2)),0.5))

acu_vel_vector = ((acu_dis_vector/parseFloat(tiempo_acumulado))*24)

acu_vel_vector_inverso=1/acu_vel_vector

x=parseFloat(msg.este)-parseFloat(metadata.este)

y=parseFloat(msg.norte)-parseFloat(metadata.norte)

x_acu=parseFloat(msg.este)-parseFloat(metadata.shared_EastingIni)

y_acu=parseFloat(msg.norte)-parseFloat(metadata.shared_NorthingIni)





if(y==0){y=0.000001} 

angulo = Math.atan(x/y)

angulo = angulo*180/(Math.PI);

angulo0 = angulo

if(x<0 && y>0){ direccion= 'NO'; angulo=360-angulo}

if(x<0 && y<0){  direccion = 'SO'; angulo=180+angulo}

if(x>0 && y<0){ direccion='SE';angulo=180-angulo}

if(x>0 && y>0){ direccion='NE';}

if(x==0 && y>0){ direccion='N';angulo=0}

if(x==0 && y<0){ direccion='S';angulo=0}

if(x>0 && y==0){ direccion='E';angulo=90}

if(x<0 && y==0){ direccion='O';angulo=270}

//Redondeo

msg.angulo0 = angulo0

msg.x = x.toFixed(2) 

msg.y = y.toFixed(2)

msg.x_acu = x_acu.toFixed(2) 

msg.y_acu = y_acu.toFixed(2)



msg.angulo= angulo

msg.direccion =direccion



msg.acu_vel_vert=acu_vel_vert.toFixed(4)

//Acumulado distancia vertical
msg.acu_dis_vert=acu_dis_vert.toFixed(4)

//Acumulado velocidad vertical(mm)
msg.acu_vel_hor=acu_vel_hor.toFixed(4)

msg.acu_dist_hor=acu_dist_hor.toFixed(4)

//resultante incremental 

msg.inc_vel_vector=inc_vel_vector.toFixed(4)

msg.inc_dist_vector =inc_dist_vector.toFixed(4)

msg.metadata_este=metadata.este

//resultante acumulado

msg.acu_vel_vector=acu_vel_vector.toFixed(8)

msg.acu_vel_vector_inverso=acu_vel_vector_inverso.toFixed(4)

msg.acu_dis_vector=acu_dis_vector.toFixed(4)

msg.inc_vel_ver=inc_vel_ver.toFixed(4)

msg.inc_vel_vector_inverso=inc_vel_vector_inverso.toFixed(4)

msg.inc_dis_ver=inc_dis_ver.toFixed(4)



msg.inc_vel_hor =inc_vel_hor.toFixed(4)

msg.inc_dist_hor = inc_dist_hor.toFixed(4)


msg.tiempo_acumulado=tiempo_acumulado.toFixed(4)



msg.dif_horas = dif_horas.toFixed(4);
/*
if(parseFloat(dif_horas)<0){
	
	msg.acu_vel_vector=0
	msg.acu_dis_vector=0
	msg.acu_vel_vert=0
	msg.acu_dis_vert=0
	msg.acu_vel_hor=0
	msg.acu_dist_hor=0
	msg.inc_vel_vector=0
	msg.inc_dist_vector =0
	msg.inc_vel_ver=0
	msg.inc_dis_ver=0
	msg.inc_vel_hor =0
	msg.inc_dist_hor = 0
	msg.tiempo_acumulado=0
	msg.dif_horas=0

}
*/


return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,translated,elevacion,,shared_ElevationIni,shared_ElevationIni,,"este,norte,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,translated,este,,shared_EastingIni,shared_EastingIni,,"elevacion,norte,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,translated,norte,,shared_NorthingIni,shared_NorthingIni,,"elevacion,este,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,translated,tiempo_acumulado,,,0,,"elevacion,este,norte,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,translated,timestamp,,shared_TimeIni,shared_TimeIni/3600,,"elevacion,este,norte,tiempo_acumulado,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,needs_manual_review,tipo_alerta_actual,,,,,"elevacion,este,norte,tiempo_acumulado,timestamp","la expresión de msg.tipo_alerta_actual (tras sustituir variables locales) contiene ''': ""'Normal'""","msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Prism,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var alerta_actual
metadata.acu_vel_vert=msg.acu_vel_vert
metadata.acu_dis_vert=msg.acu_dis_vert
metadata.acu_vel_hor=msg.acu_vel_hor
metadata.acu_dist_hor=msg.acu_dist_hor
metadata.inc_vel_vector=msg.inc_vel_vector
metadata.inc_dist_vector=msg.inc_dist_vector
metadata.acu_vel_vector=msg.acu_vel_vector
metadata.acu_dis_vector=msg.acu_dis_vector
metadata.inc_vel_ver=msg.inc_vel_ver 
metadata.inc_dis_ver=msg.inc_dis_ver
metadata.inc_vel_hor=msg.inc_vel_hor 
metadata.inc_dist_hor=msg.inc_dist_hor


if(msg.umbralactivo==1){
    alerta_actual=metadata.cs_umbral1alerta
}
if(msg.umbralactivo==2){
    alerta_actual=metadata.cs_umbral2alerta
}

if(msg.umbralactivo==3){
    alerta_actual=metadata.cs_umbral3alerta
}
if(msg.umbralactivo==4){
    alerta_actual=metadata.cs_umbral4alerta
}

if(msg.umbralactivo==5){
    alerta_actual=metadata.cs_umbral5alerta
}

if(msg.umbralactivo==6){
    alerta_actual=metadata.cs_umbral6alerta
}
if(msg.umbralactivo==7){
    alerta_actual=metadata.cs_umbral7alerta
}

if(msg.umbralactivo==8){
    alerta_actual=metadata.cs_umbral8alerta
}
if(msg.umbralactivo==9){
    alerta_actual=metadata.cs_umbral9alerta
}

msg.tipo_alerta_actual=alerta_actual
msg.tipo_alerta_anterior=metadata.tipo_alerta_actual
metadata.tipo_alerta_anterior=msg.tipo_alerta_anterior
metadata.tipo_alerta_actual_alternativo=alerta_actual
metadata.valor=msg.valor

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return true;
PrismB3,Umbrales,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var valor=parseFloat(msg.inc_dist_vector)
if(metadata.cs_tipomedida=='Incremental Diario' && metadata.cs_orientacion=='Horizontal' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dist_hor_dia)}
if(metadata.cs_tipomedida=='Incremental Diario' && metadata.cs_orientacion=='Vertical' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dis_ver_dia)}
if(metadata.cs_tipomedida=='Incremental Diario' && metadata.cs_orientacion=='Vector Resultante' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dist_vector_dia)}

if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Horizontal' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dist_hor)}
if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Horizontal' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.inc_vel_hor)}
if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Vertical' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dis_ver)}
if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Vertical' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.inc_vel_ver)}
if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Vector Resultante' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.inc_dist_vector)}
if(metadata.cs_tipomedida=='Incremental' && metadata.cs_orientacion=='Vector Resultante' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.inc_vel_vector)}


if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Horizontal' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.acu_dist_hor)}
if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Horizontal' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.acu_vel_hor)}
if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Vertical' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.acu_dis_vert)}
if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Vertical' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.acu_vel_vert)}
if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Vector Resultante' && metadata.cs_parametro=='Distancia'){valor=parseFloat(msg.acu_dis_vector)}
if(metadata.cs_tipomedida=='Acumulado' && metadata.cs_orientacion=='Vector Resultante' && metadata.cs_parametro=='Velocidad'){valor=parseFloat(msg.acu_vel_vector)}

if(metadata.cs_parametro=='Distancia'){
    if(metadata.cs_unidad1=='mm'){valor=valor*10}
    if(metadata.cs_unidad1=='m'){valor=valor/10}
}

if(metadata.cs_parametro=='Velocidad'){
    if(metadata.cs_unidad2=='mm/dia'){valor=valor*10}
    if(metadata.cs_unidad2=='m/dia'){valor=valor/10}
}

msg.valor=valor
msg.orientacion=metadata.cs_orientacion
msg.parametro=metadata.cs_parametro
msg.tipomedida=metadata.cs_tipomedida
msg.unidad1=metadata.cs_unidad1
msg.unidad2=metadata.cs_unidad2
if(metadata.cs_parametro=='Distancia'){
    msg.valorbasado=metadata.cs_orientacion+'|'+metadata.cs_parametro+'|'+metadata.cs_tipomedida+'|'+metadata.cs_unidad1

}
else{
   msg.valorbasado=metadata.cs_orientacion+'|'+metadata.cs_parametro+'|'+metadata.cs_tipomedida+'|'+metadata.cs_unidad2
}

var colores=['#ff99cc','#ff0000','#faa34c','#ffff00','#ff00ff','#c653ff','#00ffff','#0000ff','#19ff81']



if(valor<parseFloat(metadata.cs_umbral9)){msg.colorumbral=colores[0];msg.umbralactivo=9}
if(valor<parseFloat(metadata.cs_umbral8)){msg.colorumbral=colores[1];msg.umbralactivo=8}
if(valor<parseFloat(metadata.cs_umbral7)){msg.colorumbral=colores[2];msg.umbralactivo=7}
if(valor<parseFloat(metadata.cs_umbral6)){msg.colorumbral=colores[3];msg.umbralactivo=6}
if(valor<parseFloat(metadata.cs_umbral5)){msg.colorumbral=colores[4];msg.umbralactivo=5}
if(valor<parseFloat(metadata.cs_umbral4)){msg.colorumbral=colores[5];msg.umbralactivo=4}
if(valor<parseFloat(metadata.cs_umbral3)){msg.colorumbral=colores[6];msg.umbralactivo=3}
if(valor<parseFloat(metadata.cs_umbral2)){msg.colorumbral=colores[7];msg.umbralactivo=2}
if(valor<parseFloat(metadata.cs_umbral1)){msg.colorumbral=colores[8];msg.umbralactivo=1}

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismB3,Valida email existe,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if ((typeof metadata.ss_alert_email == 'undefined') || (typeof metadata.ss_alert_phone == 'undefined')){
    
    return false
}
else{
    
     if(msg.tipo_alerta_actual==msg.tipo_alerta_anterior){
        
        return false
    }
    else{
        
        return true
    }
}"
PrismRC,Prism,TbTransformMsgNode,translated,elevacion,,shared_ElevationIni,shared_ElevationIni,,"este,norte,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,translated,este,,shared_EastingIni,shared_EastingIni,,"elevacion,norte,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,translated,norte,,shared_NorthingIni,shared_NorthingIni,,"elevacion,este,tiempo_acumulado,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,translated,tiempo_acumulado,,,0,,"elevacion,este,norte,timestamp,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,translated,timestamp,,shared_TimeIni,shared_TimeIni/3600,,"elevacion,este,norte,tiempo_acumulado,tipo_alerta_actual",,"msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,needs_manual_review,tipo_alerta_actual,,,,,"elevacion,este,norte,tiempo_acumulado,timestamp","la expresión de msg.tipo_alerta_actual (tras sustituir variables locales) contiene ''': ""'Normal'""","msg.timestamp = metadata.shared_TimeIni/3600
msg.tiempo_acumulado=0
msg.este  = metadata.shared_EastingIni
msg.norte = metadata.shared_NorthingIni
msg.elevacion = metadata.shared_ElevationIni
msg.tipo_alerta_actual='Normal'

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var alerta_actual
metadata.acu_vel_vert=msg.acu_vel_vert
metadata.acu_dis_vert=msg.acu_dis_vert
metadata.acu_vel_hor=msg.acu_vel_hor
metadata.acu_dist_hor=msg.acu_dist_hor
metadata.inc_vel_vector=msg.inc_vel_vector
metadata.inc_dist_vector=msg.inc_dist_vector
metadata.acu_vel_vector=msg.acu_vel_vector
metadata.acu_dis_vector=msg.acu_dis_vector
metadata.inc_vel_ver=msg.inc_vel_ver 
metadata.inc_dis_ver=msg.inc_dis_ver
metadata.inc_vel_hor=msg.inc_vel_hor 
metadata.inc_dist_hor=msg.inc_dist_hor


if(msg.umbralactivo==1){
    alerta_actual=metadata.cs_umbral1alerta
}
if(msg.umbralactivo==2){
    alerta_actual=metadata.cs_umbral2alerta
}

if(msg.umbralactivo==3){
    alerta_actual=metadata.cs_umbral3alerta
}
if(msg.umbralactivo==4){
    alerta_actual=metadata.cs_umbral4alerta
}

if(msg.umbralactivo==5){
    alerta_actual=metadata.cs_umbral5alerta
}

if(msg.umbralactivo==6){
    alerta_actual=metadata.cs_umbral6alerta
}
if(msg.umbralactivo==7){
    alerta_actual=metadata.cs_umbral7alerta
}

if(msg.umbralactivo==8){
    alerta_actual=metadata.cs_umbral8alerta
}
if(msg.umbralactivo==9){
    alerta_actual=metadata.cs_umbral9alerta
}

msg.tipo_alerta_actual=alerta_actual
msg.tipo_alerta_anterior=metadata.tipo_alerta_actual
metadata.tipo_alerta_anterior=msg.tipo_alerta_anterior
metadata.tipo_alerta_actual_alternativo=alerta_actual
metadata.valor=msg.valor

return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Prism,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.timestamp=metadata.ts

msg.metadatatimestamp = metadata.timestamp

dif_horas = metadata.ts - metadata.timestamp 

dif_horas = dif_horas/(3600*1000)

if(msg.valor_inicial==""True""){
    
    tiempo_acumulado =  metadata.ts - parseFloat(metadata.shared_TimeIni)*1000
    
    tiempo_acumulado =  tiempo_acumulado/(1000*3600)
}
else{
    
    tiempo_acumulado = (dif_horas + parseFloat(metadata.tiempo_acumulado))
}


inc_dist_hor=((Math.pow((Math.pow(msg.este-metadata.este,2)+Math.pow(msg.norte-metadata.norte,2)),0.5))*100)

if ((typeof msg.este_dia != 'undefined')) {
    
    inc_dist_hor_dia=((Math.pow((Math.pow(msg.este-msg.este_dia,2)+Math.pow(msg.norte-msg.norte_dia,2)),0.5))*100)
    
    inc_dis_ver_dia=((msg.elevacion-msg.elevacion_dia)*100)
    
    inc_dist_vector_dia=(Math.pow(Math.pow(inc_dist_hor_dia,2)+Math.pow(inc_dis_ver_dia,2),0.5))
    
    dif_horas_dia = metadata.ts - msg.timestamp_dia 

    dif_horas_dia = dif_horas_dia/(3600*1000)
    
    inc_vel_hor_dia = ((inc_dist_hor_dia/dif_horas_dia)*24)

    inc_vel_ver_dia=((inc_dis_ver_dia/dif_horas_dia)*24)
    
    inc_vel_vector_dia=((inc_dist_vector_dia/dif_horas_dia)*24)
    
    msg.inc_vel_ver_dia=inc_vel_ver_dia.toFixed(4)
    
    msg.inc_vel_hor_dia =inc_vel_hor_dia.toFixed(4)
    
    msg.inc_vel_vector_dia=inc_vel_vector_dia.toFixed(4)
    
    msg.inc_dis_ver_dia=inc_dis_ver_dia.toFixed(4)
    
    msg.inc_dist_hor_dia = inc_dist_hor_dia.toFixed(4)
    
    msg.inc_dist_vector_dia =inc_dist_vector_dia.toFixed(4)
    
    x_dia=parseFloat(msg.este)-parseFloat(msg.este_dia)

    y_dia=parseFloat(msg.norte)-parseFloat(msg.norte_dia)
    
    msg.x_dia = x_dia.toFixed(2) 

    msg.y_dia = y_dia.toFixed(2)
    
    

    msg.valores_diarios='Entre'
    
}

vel_dif_horas=dif_horas

if(dif_horas<0.01){
    
    vel_dif_horas=0.25
}


inc_vel_hor = ((inc_dist_hor/vel_dif_horas)*24)

inc_dis_ver=((msg.elevacion-metadata.elevacion)*100)


inc_vel_ver=((inc_dis_ver/vel_dif_horas)*24)

inc_dist_vector=(Math.pow(Math.pow(inc_dist_hor,2)+Math.pow(inc_dis_ver,2),0.5))


inc_vel_vector=((inc_dist_vector/vel_dif_horas)*24)

acu_dist_hor =(Math.pow((Math.pow((msg.este-metadata.shared_EastingIni),2)+Math.pow((msg.norte-metadata.shared_NorthingIni),2)),0.5)*100)

acu_vel_hor = ((acu_dist_hor/tiempo_acumulado)*24)

acu_dis_vert = ((msg.elevacion-metadata.shared_ElevationIni)*100) 

acu_vel_vert = ((acu_dis_vert/tiempo_acumulado)*24)

acu_dis_vector = (Math.pow((Math.pow(acu_dist_hor,2)+Math.pow(acu_dis_vert,2)),0.5))

acu_vel_vector = ((acu_dis_vector/parseFloat(tiempo_acumulado))*24)

x=parseFloat(msg.este)-parseFloat(metadata.este)

y=parseFloat(msg.norte)-parseFloat(metadata.norte)

x_acu=parseFloat(msg.este)-parseFloat(metadata.shared_EastingIni)

y_acu=parseFloat(msg.norte)-parseFloat(metadata.shared_NorthingIni)





if(y==0){y=0.000001} 

angulo = Math.atan(x/y)

angulo = angulo*180/(Math.PI);

angulo0 = angulo

if(x<0 && y>0){ direccion= 'NO'; angulo=360-angulo}

if(x<0 && y<0){  direccion = 'SO'; angulo=180+angulo}

if(x>0 && y<0){ direccion='SE';angulo=180-angulo}

if(x>0 && y>0){ direccion='NE';}

if(x==0 && y>0){ direccion='N';angulo=0}

if(x==0 && y<0){ direccion='S';angulo=0}

if(x>0 && y==0){ direccion='E';angulo=90}

if(x<0 && y==0){ direccion='O';angulo=270}

//Redondeo

msg.angulo0 = angulo0

msg.x = x.toFixed(2) 

msg.y = y.toFixed(2)

msg.x_acu = x_acu.toFixed(2) 

msg.y_acu = y_acu.toFixed(2)



msg.angulo= angulo

msg.direccion =direccion



msg.acu_vel_vert=acu_vel_vert.toFixed(4)

//Acumulado distancia vertical
msg.acu_dis_vert=acu_dis_vert.toFixed(4)

//Acumulado velocidad vertical(mm)
msg.acu_vel_hor=acu_vel_hor.toFixed(4)

msg.acu_dist_hor=acu_dist_hor.toFixed(4)

//resultante incremental 

msg.inc_vel_vector=inc_vel_vector.toFixed(4)

msg.inc_dist_vector =inc_dist_vector.toFixed(4)



//resultante acumulado

msg.acu_vel_vector=acu_vel_vector

msg.acu_dis_vector=acu_dis_vector.toFixed(4)



msg.inc_vel_ver=inc_vel_ver.toFixed(4)

msg.inc_dis_ver=inc_dis_ver.toFixed(4)



msg.inc_vel_hor =inc_vel_hor.toFixed(4)

msg.inc_dist_hor = inc_dist_hor.toFixed(4)


msg.tiempo_acumulado=tiempo_acumulado.toFixed(4)



msg.dif_horas = dif_horas.toFixed(4);
/*
if(parseFloat(dif_horas)<0){
	
	msg.acu_vel_vector=0
	msg.acu_dis_vector=0
	msg.acu_vel_vert=0
	msg.acu_dis_vert=0
	msg.acu_vel_hor=0
	msg.acu_dist_hor=0
	msg.inc_vel_vector=0
	msg.inc_dist_vector =0
	msg.inc_vel_ver=0
	msg.inc_dis_ver=0
	msg.inc_vel_hor =0
	msg.inc_dist_hor = 0
	msg.tiempo_acumulado=0
	msg.dif_horas=0

}
*/


return {msg: msg, metadata: metadata, msgType: msgType};"
PrismRC,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return true;
