Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
"Documentacion funcional, actas y seguimiento PMO — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (Soporte PMO — Analista Funcional y Documentador). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-PAF-M09-03,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Bajo,PMO Soporte,Desarrollo,S7-S9,Transversal,90,PMO — Gobierno,196
"Documentacion funcional, actas y seguimiento PMO — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (Soporte PMO — Analista Funcional y Documentador). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-PAF-M09-04,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Bajo,PMO Soporte,Desarrollo,S7-S9,Transversal,90,PMO — Gobierno,197
"Documentacion funcional, actas y seguimiento PMO — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (Soporte PMO — Analista Funcional y Documentador). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",10,FLOOR-PAF-M09-05,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Bajo,PMO Soporte,Desarrollo,S7-S9,Transversal,90,PMO — Gobierno,198
Pruebas exploratorias y regresion continua — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-QA-M07-01,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S3-S5,Julio,95.9,Agile — Desarrollo por Sprint,199
Pruebas exploratorias y regresion continua — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-QA-M07-02,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S3-S5,Julio,95.9,Agile — Desarrollo por Sprint,200
Pruebas exploratorias y regresion continua — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-QA-M07-03,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S3-S5,Julio,95.9,Agile — Desarrollo por Sprint,201
Pruebas exploratorias y regresion continua — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",14,FLOOR-QA-M08-01,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S5-S7,Agosto,100,Agile — Desarrollo por Sprint,202
Pruebas exploratorias y regresion continua — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",9,FLOOR-QA-M08-02,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S5-S7,Agosto,100,Agile — Desarrollo por Sprint,203
Pruebas exploratorias y regresion continua — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",10,FLOOR-QA-M08-03,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S5-S7,Agosto,100,Agile — Desarrollo por Sprint,204
Pruebas exploratorias y regresion continua — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-QA-M08-04,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S5-S7,Agosto,100,Agile — Desarrollo por Sprint,205
Pruebas exploratorias y regresion continua — Septiembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-QA-M09-01,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S7-S9,Septiembre,95,Agile — Desarrollo por Sprint,206
Pruebas exploratorias y regresion continua — Septiembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",16,FLOOR-QA-M09-02,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S7-S9,Septiembre,95,Agile — Desarrollo por Sprint,207
Pruebas exploratorias y regresion continua — Septiembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (QA-Calidad (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-QA-M09-03,QA-Calidad (desde mes 2),R1,,Baja,Bajo,Calidad,Desarrollo,S7-S9,Septiembre,95,Agile — Desarrollo por Sprint,208
Recopilar y preparar datos reales de la mina para entrenar los modelos de IA,"Recopilar datos necesarios para que la inteligencia artificial aprenda: fotografias de trabajadores con y sin equipo de proteccion personal (casco, chaleco, lentes), grabaciones de voz con vocabulario tecnico minero, e informes historicos de la mina para que la IA aprenda a corregir y predecir texto. Limpiar, etiquetar y organizar estos datos.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"INTELIGENCIA_ARTIFICIAL,DATOS",39,IA-M01,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO",R1,,Alta,Alto,IA,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,209
Pipeline de preprocesamiento de datos para modelos de IA,"Construcción de pipelines automatizados de preprocesamiento: normalización de imágenes, augmentation, tokenización de texto, feature extraction de audio. Reproducibles y versionados con DVC.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-07-01,2026-07-31,INTELIGENCIA_ARTIFICIAL,37,IA-M02,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R2,IA-M01,Alta,Medio,IA,Desarrollo,S3-S5,Julio,100,Agile — Desarrollo por Sprint,210
Preparar servidor de Inteligencia Artificial (GPU + MLflow),"OBJETIVO: Infraestructura para entrenar, probar y publicar modelos de IA del proyecto.

PARA LA MINA: Base para OCR, prediccion de fallas, sugerencias en informes y analisis de sensores.

ENTREGABLE: Servidor con GPU, MLflow, pipeline de despliegue de modelos, acceso seguro para equipo IA.

VPS REQUERIDO: SI — puede ser nodo GPU en VPS desarrollo o servidor dedicado (~agosto 2026, semana 9).

DEPENDE DE: DEV-003 (VPS desarrollo operativo).

EXITO: Equipo IA entrena un modelo y lo publica en ambiente compartido.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",44,IA-M03,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), SYS-Infraestructura",R3,DEV-003,Alta,Alto,IA,Desarrollo,S3-S5,Julio,0,Agile — Desarrollo por Sprint,211
Servicio OCR para documentos escaneados en mina,"Microservicio de OCR que permite subir documentos escaneados (partes de trabajo, formularios en papel) y extraer texto automáticamente. Usa Tesseract + post-procesamiento con NLP para limpiar resultados.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,IA-M04,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M02,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,97.1,Agile — Desarrollo por Sprint,212
Motor de recomendaciones de informes similares,"Sistema que sugiere informes similares al que el usuario está creando: 'Otros informes sobre esta zona', 'Informes similares del mes anterior'. Usa embeddings de texto + búsqueda vectorial.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",30,IA-M05,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M02,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,97.1,Agile — Desarrollo por Sprint,213
Detectar automaticamente la urgencia de informes de incidentes,"La IA analiza el contenido de los informes de incidentes y determina automaticamente su nivel de urgencia: detecta palabras de alerta ('colapso', 'fuga', 'evacuacion'), evalua la gravedad descrita, y si detecta un informe critico, lo escala automaticamente al supervisor inmediato con notificacion prioritaria.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,NOTIFICACIONES",30,IA-M06,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M02,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,97.1,Agile — Desarrollo por Sprint,214
Prediccion de escritura en linea: sugerir texto mientras el usuario escribe,"Mientras el usuario escribe en el editor de informes, la IA muestra sugerencias en gris que el usuario puede aceptar con Tab: completa terminos tecnicos ('chan' -> 'chancadora primaria'), sugiere nombres de zonas de la mina, completa frases frecuentes en informes. El modelo esta entrenado con informes historicos de la operacion minera.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-01,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,IA-M07,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R4,IA-M02,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,96.6,Agile — Desarrollo por Sprint,215
API de generación de gráficos inteligentes desde datos,"Servicio que recibe datos tabulares del informe y sugiere automáticamente el mejor tipo de gráfico (barras, líneas, pie, scatter). Genera el gráfico con título y etiquetas automáticos.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,EXPORTACION",29,IA-M08,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,96.6,Agile — Desarrollo por Sprint,216
Optimización y compresión de modelos para inferencia rápida,"Optimización de modelos para producción: cuantización INT8, pruning, ONNX export, benchmarking de latencia. Target: reconocimiento facial <200ms, NLP <100ms, detección EPP <500ms.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,INTELIGENCIA_ARTIFICIAL,37,IA-M10,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,,Alta,Medio,IA,Desarrollo,S12-S13,Octubre,100,Agile — Desarrollo por Sprint,217
"Documentación completa de modelos, métricas y limitaciones","Model Cards para cada modelo en producción: arquitectura, datos de entrenamiento, métricas de accuracy/recall/F1, limitaciones conocidas, sesgos detectados, condiciones de uso. Requerido para auditoría.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"INTELIGENCIA_ARTIFICIAL,DOCUMENTACION,SEGURIDAD",30,IA-M11,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,,Media,Bajo,IA,Desarrollo,S9-S12,Octubre,100,Agile — Desarrollo por Sprint,218
Benchmark y evaluación comparativa de modelos en producción,"Evaluación rigurosa de cada modelo con datos de validación mineros reales: accuracy por condición (día/noche, polvo, distancia), falsos positivos/negativos, comparación con baseline humano.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,PRUEBAS_CALIDAD",31,IA-M12,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), QA-Calidad (desde mes 2)",R5,IA-M10,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,96.6,Agile — Desarrollo por Sprint,219
Vigilar que los modelos de IA sigan funcionando correctamente en produccion,"Sistema que monitorea continuamente la calidad de las predicciones de la IA en produccion: si un modelo empieza a equivocarse mas de lo normal (porque los datos cambiaron o las condiciones son diferentes a las de entrenamiento), el sistema genera alerta automatica indicando que necesita re-entrenamiento.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",37,IA-M13,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,IA-M10,Alta,Alto,IA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,220
Entrenamiento con datos reales de producción (fine-tuning final),"Una vez en producción, re-entrenar modelos con datos reales de la mina (en lugar de datos sintéticos/históricos). Mejora significativa en accuracy. Fine-tuning de STT con acentos locales.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,INTELIGENCIA_ARTIFICIAL,45,IA-M14,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,IA-M13,Alta,Alto,IA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,221
Pipeline de evaluación automática de calidad de datos,"Sistema que evalúa la calidad de los datasets de entrenamiento: detección de duplicados, valores faltantes, distribución de clases, outliers. Reporte automático de calidad. Gate de calidad antes de entrenar.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-04,"INTELIGENCIA_ARTIFICIAL,DATOS",37,IA-M15,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M01,Alta,Medio,IA,Desarrollo,S5,Agosto,100,Agile — Desarrollo por Sprint,222
Modelo de detección de anomalías en informes (contenido),"Detector de anomalías en contenido de informes: valores numéricos fuera de rango, textos duplicados de informes anteriores, secciones faltantes obligatorias. Alertas antes de la aprobación del informe.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,PRUEBAS_CALIDAD",37,IA-M16,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R4,IA-M02,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,96.6,Agile — Desarrollo por Sprint,223
Dashboard de métricas de todos los modelos de IA en producción,"Panel unificado con las métricas de cada modelo: accuracy actual, número de inferencias/día, latencia p50/p95, drift score, fecha de último re-entrenamiento. Visible para equipo técnico y gerencia.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,GERENCIA",39,IA-M17,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), Soporte PMO — Analista Funcional y Documentador",R5,IA-M12,Alta,Medio,IA,Desarrollo,S9-S13,Octubre,96.6,Agile — Desarrollo por Sprint,224
Reunión de Kick-off con accionistas y Gerencia Minera,"Presentación del proyecto, alcance SOW, equipo, cronograma y expectativas de entregables ante Directorio y Gerencia Operacional.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO",8,P1-M1-001,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S1-S3,Junio,99.6,Agile — Desarrollo por Sprint,225
Aprobar documento de definición de alcance (SOW),"Revisión, ajuste y firma formal del Statement of Work con todas las partes interesadas.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-30,2026-06-30,"ARQUITECTURA,DOCUMENTACION,CRITICO",16,P1-M1-002,ARQ-Arquitecto TI / PMO,R1,P1-M1-001,Baja,Alto,Arquitectura,Desarrollo,S3,Junio,99.6,Agile — Desarrollo por Sprint,226
Levantamiento funcional para sistema de informes mineros avanzados,"Entrevistas con ingenieros de mina, supervisores y gerencia para capturar requisitos funcionales del módulo de reportabilidad.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-30,2026-06-30,"ARQUITECTURA,DOCUMENTACION",40,P1-M1-003,"ARQ-Arquitecto TI / PMO, FRONTEND 1 — Interfaces (mes 1 al 6), Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-001,Media,Medio,Arquitectura,Desarrollo,S3,Junio,99.6,Agile — Desarrollo por Sprint,227
"Definir requerimientos no funcionales (latencia, concurrencia)","Documentar NFRs: latencia <20ms, 10K sensores concurrentes, disponibilidad 99.9%, auto-guardado <0.5s.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO",20,P1-M1-004,"ARQ-Arquitecto TI / PMO, BACKEND 1 — DBA / Arq. Datos y Core",R1,P1-M1-003,Media,Alto,Arquitectura,Desarrollo,S1-S3,Junio,99.6,Agile — Desarrollo por Sprint,228
"Seleccionar y validar frameworks (C++ Boost, React 18, FastAPI)","Evaluación técnica y PoC de stack: C++ Boost.Asio, React 18 + TipTap, PostgreSQL/TimescaleDB, Redpanda.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"ARQUITECTURA,DATOS",36,P1-M1-005,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO, FRONTEND 1 — Interfaces (mes 1 al 6)",R1,P1-M1-004,Alta,Medio,Arquitectura,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,229
"Definir flujos de autenticación, autorización y roles","Diseño de flujos JWT, OAuth2, RBAC multi-tenant, biometría facial para acceso a informes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"SEGURIDAD,ARQUITECTURA",28,P1-M1-006,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), ARQ-Arquitecto TI / PMO",R1,P1-M1-003,Alta,Alto,Arquitectura,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,230
Modelar base de datos para informes mineros (JSONB),"Diseño de esquema PostgreSQL con JSONB para estructura granular de informes, versionamiento y auditoría.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA",32,P1-M1-007,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO",R1,P1-M1-004,Alta,Alto,Backend,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,231
Modelar ERD de usuarios y flujos de aprobación,"Diagrama entidad-relación completo: usuarios, roles, permisos, workflows de aprobación de informes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA",15,P1-M1-008,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-007,Media,Medio,Backend,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,232
Diseñar esquema multi-tenant (aislamiento por compañía/contratista),Arquitectura de aislamiento de datos por empresa minera y contratista con particionamiento lógico.,Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA,SEGURIDAD",27,P1-M1-009,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO",R1,P1-M1-007,Alta,Alto,Arquitectura,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,233
Definir particiones automáticas en TimescaleDB para telemetría,"Diseño de hypertables, políticas de retención y compresión para datos de sensores IoT.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,SENSORES",15,P1-M1-010,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-007,Alta,Medio,Backend,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,234
Auditar sistemas legacy actuales en mina,"Relevamiento de interfaces actuales, formatos de datos, APIs existentes y puntos de integración.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"ARQUITECTURA,DOCUMENTACION",32,P1-M1-011,"ARQ-Arquitecto TI / PMO, BACKEND 3 — Integraciones, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-003,Media,Medio,Arquitectura,Desarrollo,S1-S3,Junio,99.6,Agile — Desarrollo por Sprint,235
Elaborar y presentar documentos de diseño de backend,"Documentación técnica de APIs, diagramas de secuencia, contratos de servicio y patrones de diseño.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"ARQUITECTURA,DOCUMENTACION,DATOS",28,P1-M1-012,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-005,Media,Bajo,Backend,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,236
Análisis heurístico de las interfaces antiguas,Evaluación UX de sistemas legacy para identificar pain points y oportunidades de mejora.,Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,DOCUMENTACION",14,P1-M1-013,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-003,Baja,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,237
Crear guía de estilos de negocio (Design System minero),"Definición de paleta, tipografía, componentes, iconografía y guidelines para la plataforma.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,DOCUMENTACION",16,P1-M1-014,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-013,Media,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,238
Mantenimiento continuo del Design System y componentes,"Actualización del Design System a medida que se desarrollan nuevos componentes: documentación de uso, estados, variantes. Asegurar consistencia visual en toda la plataforma. Revisión de cumplimiento por sprint.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DOCUMENTACION",49,FE2-U03,"FRONTEND 2 — UX y Soporte (desde mes 2), Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M1-014,Media,Bajo,Frontend,Desarrollo,S5-S7,Agosto,98.8,Agile — Desarrollo por Sprint,239
Diseño de pantallas específicas para tablets de campo,"Diseño e implementación de vistas optimizadas para tablets que se usan dentro de la mina: botones grandes (touch-friendly), lectura en luz solar, menús simplificados, modo de alta visibilidad. Compatible con guantes de seguridad.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,CRITICO",42,FE2-U04,"FRONTEND 2 — UX y Soporte (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R3,P1-M1-014,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,98.8,Agile — Desarrollo por Sprint,240
Diseño de plantillas visuales corporativas de informes,"Diseño de 10+ plantillas de informes mineros con carátula, membrete, estilos de tabla, gráficos corporativos: Informe Diario, Informe Semanal, Reporte de Incidente, Informe Gerencial, Reporte Ambiental, etc.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-28,2026-09-30,"EXPERIENCIA_USUARIO,EDITOR_INFORMES,EXPORTACION",37,FE2-U07,"FRONTEND 2 — UX y Soporte (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,P1-M1-014,Alta,Medio,Frontend,Desarrollo,S9,Septiembre,90,Agile — Desarrollo por Sprint,241
Wireframes low-fidelity: login y control de acceso,"Bocetos iniciales de pantallas de login, recuperación de contraseña y selección de roles.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,EXPERIENCIA_USUARIO,14,P1-M1-015,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Baja,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,242
