Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Etapa,Release,Depends On,Complejidad,Riesgo,Stream,Avance Objetivo %,Sprint,Mes Calendario,Tipo Metodologia
Diseño del dashboard ejecutivo para Gerencia,"Dashboard de alto nivel para gerentes y directores: KPIs de producción, estado de informes, alertas de sensores, mapa ejecutivo simplificado, indicadores de cumplimiento. Vista de un vistazo (glanceable).",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-11-06,"EXPERIENCIA_USUARIO,GERENCIA",32,FE2-U11,FRONTEND 2,Etapa 1,R4,P1-M1-016,Alta,Medio,Frontend,0,S13,Agosto,Por etapa
Auditoría de accesibilidad WCAG completa y correcciones,"Auditoría exhaustiva de accesibilidad en toda la plataforma: contraste, navegación por teclado, ARIA labels, formularios, tablas de datos. Corrección de todos los hallazgos nivel AA.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-28,2026-11-30,"EXPERIENCIA_USUARIO,SEGURIDAD,PRUEBAS_CALIDAD",40,FE2-U12,"FRONTEND 1, FRONTEND 2, QA",Etapa 1,R5,,Alta,Medio,Frontend,0,S18,Septiembre,Por etapa
Pruebas de usabilidad en entorno minero real (in-situ),"Visita a la unidad minera para pruebas de usabilidad in-situ: usar la plataforma en condiciones reales (polvo, luz solar, guantes, ruido). Documentar problemas específicos del entorno y ajustar la UX.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-30,"EXPERIENCIA_USUARIO,SOPORTE",32,FE2-U13,"FRONTEND 2, ARQ-Arquitecto TI / PMO",Etapa 1,R5,,Media,Alto,Frontend,0,S23,Noviembre,Por etapa
Material de capacitación para usuarios finales,"Creación de material de entrenamiento: video-tutoriales (5-10 min cada uno), guía rápida imprimible (2 páginas), manual de usuario completo, guía de troubleshooting. Para supervisores, ingenieros y gerentes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-30,"SOPORTE,DOCUMENTACION",48,FE2-U14,"FRONTEND 2, QA",Etapa 1,R6,,Media,Medio,Frontend,0,S23,Noviembre,Por etapa
Soporte a usuarios durante marcha blanca y GoLive,"Soporte dedicado on-site y remoto durante la marcha blanca: resolver dudas de usuarios, registrar issues, priorizar bugs de UX, ajustes rápidos de interfaz basados en feedback directo.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-02,2026-11-30,"SOPORTE,PRODUCCION",48,FE2-U15,"FRONTEND 1, FRONTEND 2",Etapa 1,R6,,Media,Alto,Frontend,0,S23,Noviembre,Por etapa
Documentación de guías de usuario visuales (screenshots),"Manual de usuario visual con capturas de pantalla anotadas de cada flujo: cómo crear un informe, cómo aprobar, cómo exportar, cómo usar el mapa, cómo configurar alertas. Formato PDF y ayuda online.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-30,"DOCUMENTACION,SOPORTE",40,FE2-U16,"FRONTEND 1, FRONTEND 2",Etapa 1,R6,,Media,Bajo,Frontend,0,S23,Noviembre,Por etapa
Recopilar y preparar datos reales de la mina para entrenar los modelos de IA,"Recopilar datos necesarios para que la inteligencia artificial aprenda: fotografias de trabajadores con y sin equipo de proteccion personal (casco, chaleco, lentes), grabaciones de voz con vocabulario tecnico minero, e informes historicos de la mina para que la IA aprenda a corregir y predecir texto. Limpiar, etiquetar y organizar estos datos.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-07-03,"INTELIGENCIA_ARTIFICIAL,DATOS",39,IA-M01,"BACKEND 1, ARQ-Arquitecto TI / PMO",Etapa 1,R1,,Alta,Alto,IA,0,S1,Junio,Por etapa
Pipeline de preprocesamiento de datos para modelos de IA,"Construcción de pipelines automatizados de preprocesamiento: normalización de imágenes, augmentation, tokenización de texto, feature extraction de audio. Reproducibles y versionados con DVC.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,INTELIGENCIA_ARTIFICIAL,37,IA-M02,IA-ML,Etapa 1,R2,IA-M01,Alta,Medio,IA,0,S5,Junio,Por etapa
Preparar servidor de Inteligencia Artificial (GPU + MLflow),"OBJETIVO: Infraestructura para entrenar, probar y publicar modelos de IA del proyecto.

PARA LA MINA: Base para OCR, prediccion de fallas, sugerencias en informes y analisis de sensores.

ENTREGABLE: Servidor con GPU, MLflow, pipeline de despliegue de modelos, acceso seguro para equipo IA.

VPS REQUERIDO: SI — puede ser nodo GPU en VPS desarrollo o servidor dedicado (~agosto 2026, semana 9).

DEPENDE DE: DEV-003 (VPS desarrollo operativo).

EXITO: Equipo IA entrena un modelo y lo publica en ambiente compartido.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",44,IA-M03,"SYS, IA-ML",Etapa 1,R3,DEV-003,Alta,Alto,IA,0,S5,Junio,Por etapa
Servicio OCR para documentos escaneados en mina,"Microservicio de OCR que permite subir documentos escaneados (partes de trabajo, formularios en papel) y extraer texto automáticamente. Usa Tesseract + post-procesamiento con NLP para limpiar resultados.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-09-04,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,IA-M04,IA-ML,Etapa 1,R3,IA-M02,Alta,Medio,IA,0,S10,Agosto,Por etapa
Motor de recomendaciones de informes similares,"Sistema que sugiere informes similares al que el usuario está creando: 'Otros informes sobre esta zona', 'Informes similares del mes anterior'. Usa embeddings de texto + búsqueda vectorial.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-09-04,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",30,IA-M05,IA-ML,Etapa 1,R3,IA-M02,Alta,Medio,IA,0,S10,Agosto,Por etapa
Detectar automaticamente la urgencia de informes de incidentes,"La IA analiza el contenido de los informes de incidentes y determina automaticamente su nivel de urgencia: detecta palabras de alerta ('colapso', 'fuga', 'evacuacion'), evalua la gravedad descrita, y si detecta un informe critico, lo escala automaticamente al supervisor inmediato con notificacion prioritaria.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-09-04,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,NOTIFICACIONES",30,IA-M06,IA-ML,Etapa 1,R3,IA-M02,Alta,Medio,IA,0,S10,Agosto,Por etapa
Prediccion de escritura en linea: sugerir texto mientras el usuario escribe,"Mientras el usuario escribe en el editor de informes, la IA muestra sugerencias en gris que el usuario puede aceptar con Tab: completa terminos tecnicos ('chan' -> 'chancadora primaria'), sugiere nombres de zonas de la mina, completa frases frecuentes en informes. El modelo esta entrenado con informes historicos de la operacion minera.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-31,2026-10-02,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,IA-M07,IA-ML,Etapa 1,R4,IA-M02,Alta,Medio,IA,0,S14,Agosto,Por etapa
API de generación de gráficos inteligentes desde datos,"Servicio que recibe datos tabulares del informe y sugiere automáticamente el mejor tipo de gráfico (barras, líneas, pie, scatter). Genera el gráfico con título y etiquetas automáticos.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-31,2026-11-06,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,EXPORTACION",29,IA-M08,"FRONTEND 1, IA-ML",Etapa 1,R4,,Alta,Medio,IA,0,S14,Agosto,Por etapa
IA: Informe predictivo de fallas y eventos criticos en equipos de la mina,"Modelo de inteligencia artificial que analiza continuamente los datos de sensores (vibracion, temperatura, presion, desgaste) y predice fallas ANTES de que ocurran: 'La bomba #3 tiene 85% de probabilidad de fallar en las proximas 48 horas'. Genera informe predictivo automatico con recomendaciones de mantenimiento preventivo. Alerta al equipo de mantenimiento con 24-72 horas de anticipacion, evitando paradas no planificadas que cuestan miles de dolares.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-30,"INTELIGENCIA_ARTIFICIAL,SENSORES",51,IA-M09,"QA, IA-ML",Etapa 1,R5,P2-M5-021,Alta,Alto,IA,0,S23,Noviembre,Por etapa
IA: Mejora automatica del contexto y redaccion de textos del informe,"La IA sugiere mejoras de redaccion mientras el usuario escribe: detecta frases confusas o ambiguas y propone alternativas mas claras, sugiere sinonimos tecnicos mas precisos, mejora la estructura de parrafos, verifica que las conclusiones sean coherentes con los datos presentados. El usuario acepta o rechaza cada sugerencia.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-10-02,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,IA-M18,IA-ML,Etapa 1,R5,P1-M3-026,Alta,Medio,IA,0,S17,Septiembre,Por etapa
"IA: Corrector integral de documentos — verificacion de datos, referencias y formulas","Herramienta de IA que revisa la integridad completa del informe: verifica que las formulas y calculos sean correctos, que las referencias cruzadas entre secciones coincidan, que las unidades de medida sean consistentes (no mezclar kg con toneladas sin conversion), que las fechas y nombres mencionados existan en el sistema. Genera reporte de errores encontrados.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",37,IA-M19,IA-ML,Etapa 1,R5,P2-M5-022,Alta,Alto,IA,0,S17,Septiembre,Por etapa
Optimización y compresión de modelos para inferencia rápida,"Optimización de modelos para producción: cuantización INT8, pruning, ONNX export, benchmarking de latencia. Target: reconocimiento facial <200ms, NLP <100ms, detección EPP <500ms.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-30,INTELIGENCIA_ARTIFICIAL,37,IA-M10,IA-ML,Etapa 1,R5,,Alta,Medio,IA,0,S23,Noviembre,Por etapa
"Documentación completa de modelos, métricas y limitaciones","Model Cards para cada modelo en producción: arquitectura, datos de entrenamiento, métricas de accuracy/recall/F1, limitaciones conocidas, sesgos detectados, condiciones de uso. Requerido para auditoría.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-28,2026-11-06,"INTELIGENCIA_ARTIFICIAL,DOCUMENTACION,SEGURIDAD",30,IA-M11,IA-ML,Etapa 1,R5,,Media,Bajo,IA,0,S18,Septiembre,Por etapa
Benchmark y evaluación comparativa de modelos en producción,"Evaluación rigurosa de cada modelo con datos de validación mineros reales: accuracy por condición (día/noche, polvo, distancia), falsos positivos/negativos, comparación con baseline humano.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-06,"INTELIGENCIA_ARTIFICIAL,PRUEBAS_CALIDAD",31,IA-M12,"QA, IA-ML",Etapa 1,R5,IA-M10,Alta,Alto,IA,0,S17,Septiembre,Por etapa
Vigilar que los modelos de IA sigan funcionando correctamente en produccion,"Sistema que monitorea continuamente la calidad de las predicciones de la IA en produccion: si un modelo empieza a equivocarse mas de lo normal (porque los datos cambiaron o las condiciones son diferentes a las de entrenamiento), el sistema genera alerta automatica indicando que necesita re-entrenamiento.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-30,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",37,IA-M13,IA-ML,Etapa 1,R6,IA-M10,Alta,Alto,IA,0,S23,Noviembre,Por etapa
Entrenamiento con datos reales de producción (fine-tuning final),"Una vez en producción, re-entrenar modelos con datos reales de la mina (en lugar de datos sintéticos/históricos). Mejora significativa en accuracy. Fine-tuning de STT con acentos locales.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-13,INTELIGENCIA_ARTIFICIAL,45,IA-M14,IA-ML,Etapa 1,R6,IA-M13,Alta,Alto,IA,0,S23,Noviembre,Por etapa
Pipeline de evaluación automática de calidad de datos,"Sistema que evalúa la calidad de los datasets de entrenamiento: detección de duplicados, valores faltantes, distribución de clases, outliers. Reporte automático de calidad. Gate de calidad antes de entrenar.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-07,"INTELIGENCIA_ARTIFICIAL,DATOS",37,IA-M15,IA-ML,Etapa 1,R3,IA-M01,Alta,Medio,IA,0,S9,Julio,Por etapa
Modelo de detección de anomalías en informes (contenido),"Detector de anomalías en contenido de informes: valores numéricos fuera de rango, textos duplicados de informes anteriores, secciones faltantes obligatorias. Alertas antes de la aprobación del informe.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-31,2026-10-02,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,PRUEBAS_CALIDAD",37,IA-M16,IA-ML,Etapa 1,R4,IA-M02,Alta,Medio,IA,0,S14,Agosto,Por etapa
Dashboard de métricas de todos los modelos de IA en producción,"Panel unificado con las métricas de cada modelo: accuracy actual, número de inferencias/día, latencia p50/p95, drift score, fecha de último re-entrenamiento. Visible para equipo técnico y gerencia.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-30,"INTELIGENCIA_ARTIFICIAL,GERENCIA",39,IA-M17,IA-ML,Etapa 1,R5,IA-M12,Alta,Medio,IA,0,S17,Septiembre,Por etapa
Auditoría de seguridad por sprint (revisión quincenal),"Revisión de seguridad recurrente cada sprint: nuevo código, nuevos endpoints, nuevas dependencias. Checklist OWASP, análisis de dependencias (CVE), revisión de secrets, validación de permisos.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"SEGURIDAD,PRUEBAS_CALIDAD",52,BE2-S01,"BACKEND 2, QA, IA-ML",Etapa 1,R2,,Media,Alto,Backend,0,S5,Junio,Por etapa
Escaneo automatizado de vulnerabilidades en dependencias,"Configuración de escaneo automático de vulnerabilidades en dependencias C++ (vcpkg), Python (pip), JavaScript (npm). Integración en CI/CD. Alerta y bloqueo de builds con CVEs críticos.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-03,"SEGURIDAD,INFRAESTRUCTURA",32,BE2-S02,BACKEND 2,Etapa 1,R2,,Alta,Alto,Backend,0,S5,Junio,Por etapa
Control de sesiones de usuario: desconexion automatica y limite de accesos simultaneos,"Seguridad de las sesiones de usuario: cierre automatico despues de 30 minutos sin actividad, maximo 8 horas de sesion continua, posibilidad de cerrar sesiones remotamente, maximo 3 sesiones simultaneas por usuario, alerta si se detecta acceso desde una ubicacion inusual.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-08-03,2026-09-04,"SEGURIDAD,DATOS",24,BE2-S04,BACKEND 2,Etapa 1,R3,P1-M2-006,Alta,Alto,Backend,0,S10,Agosto,Por etapa
Proteccion contra ataques: filtro de datos maliciosos en formularios y editor,"Sistema centralizado que filtra y bloquea datos peligrosos que un atacante podria enviar al sistema: inyeccion de codigo en formularios, scripts maliciosos en el editor de informes, manipulacion de peticiones. Cada dato que entra al sistema pasa por este filtro antes de procesarse.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Urgent,2026-08-03,2026-09-04,"SEGURIDAD,DATOS,EDITOR_INFORMES",32,BE2-S05,BACKEND 2,Etapa 1,R3,,Alta,Alto,Backend,0,S10,Agosto,Por etapa
"Configuración de headers de seguridad HTTP (CORS, CSP, HSTS)","Implementación de todos los headers de seguridad: Content-Security-Policy, Strict-Transport-Security, X-Content-Type-Options, X-Frame-Options, CORS restrictivo. Configuración por ambiente.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-07-31,"SEGURIDAD,INFRAESTRUCTURA",16,BE2-S06,BACKEND 2,Etapa 1,R3,,Media,Medio,Backend,0,S9,Julio,Por etapa
Documentación de compliance minero y protección de datos personales,"Documentación de cumplimiento: política de privacidad, tratamiento de datos biométricos (ley de protección de datos Perú), retención de datos, acceso a información, derecho al olvido. Requerido por legal.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-10-02,"SEGURIDAD,DOCUMENTACION",32,BE2-S07,"BACKEND 2, ARQ-Arquitecto TI / PMO",Etapa 1,R4,,Media,Alto,Backend,0,S13,Agosto,Por etapa
Servicio de rotación automática de claves criptográficas,"Sistema automatizado de rotación de claves: JWT signing keys (cada 30 días), encryption keys (cada 90 días), API keys de integraciones. Zero-downtime rotation, backward compatibility durante ventana de transición.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-31,2026-10-02,"SEGURIDAD,DATOS",24,BE2-S08,BACKEND 2,Etapa 1,R4,P1-M2-006,Alta,Alto,Backend,0,S14,Agosto,Por etapa
Monitoreo de seguridad y alertas (SIEM básico),"Stack básico de SIEM: recolección de logs de seguridad, correlación de eventos, alertas de anomalías (múltiples intentos de login fallidos, acceso desde IP inusual, escalación de privilegios). Dashboard de seguridad.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-28,2026-11-06,"SEGURIDAD,INFRAESTRUCTURA",40,BE2-S09,BACKEND 2,Etapa 1,R5,,Alta,Alto,Backend,0,S18,Septiembre,Por etapa
Hardening de contenedores Docker (security scanning),"Seguridad de contenedores: imagen base mínima (distroless), escaneo de imágenes (Trivy), no root, read-only filesystem, seccomp profiles, network policies. Checklist de seguridad por contenedor.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-30,"SEGURIDAD,INFRAESTRUCTURA",32,BE2-S10,BACKEND 2,Etapa 1,R5,,Alta,Alto,Backend,0,S23,Noviembre,Por etapa
Playbook de respuesta a incidentes de seguridad,"Documento operativo: qué hacer en caso de brecha de seguridad, acceso no autorizado, ransomware, DDoS. Roles, contactos, pasos de contención, comunicación, evidencia forense. Simulacro incluido.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-10-02,"SEGURIDAD,INFRAESTRUCTURA,DOCUMENTACION",24,BE2-S11,"BACKEND 2, ARQ-Arquitecto TI / PMO",Etapa 1,R5,,Media,Alto,Backend,0,S17,Septiembre,Por etapa
Encriptación de backups y verificación de integridad,Todos los backups se encriptan con AES-256-GCM antes del almacenamiento. Verificación de integridad con SHA-256 checksums. Testing mensual de restauración desde backup encriptado. Chain of custody documentada.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-30,"SEGURIDAD,INFRAESTRUCTURA",20,BE2-S12,"BACKEND 1, BACKEND 2, ARQ-Arquitecto TI / PMO",Etapa 1,R5,,Alta,Alto,Backend,0,S17,Septiembre,Por etapa
Capacitación de seguridad al equipo de desarrollo,"Sesión de capacitación sobre desarrollo seguro: OWASP Top 10, manejo seguro de secrets, revisión de código seguro, principio de mínimo privilegio. 2 sesiones de 4h para todo el equipo.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-11-02,2026-11-30,"SEGURIDAD,DOCUMENTACION",16,BE2-S13,BACKEND 2,Etapa 1,R5,,Baja,Bajo,Backend,0,S23,Noviembre,Por etapa
Testing de recuperación ante ataques simulados,"Simulacros controlados de seguridad: ataque de saturacion simulado (verificar proteccion contra sobrecarga), intento de inyeccion de codigo (verificar filtros de seguridad), intento de acceso no autorizado (verificar permisos por rol), acceso con credenciales comprometidas (verificar bloqueo automatico).",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-30,"SEGURIDAD,PRUEBAS_CALIDAD",32,BE2-S14,"BACKEND 2, QA",Etapa 1,R6,BE2-S11,Alta,Alto,Backend,0,S23,Noviembre,Por etapa
Auditoría de seguridad final pre-GoLive,"Auditoría de seguridad completa antes del lanzamiento: pentesting externo, revisión de configuraciones, verificación de encriptación, validación de permisos, escaneo de vulnerabilidades final. Go/NoGo de seguridad.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-02,2026-11-30,"SEGURIDAD,CRITICO",32,BE2-S15,"BACKEND 2, ARQ-Arquitecto TI / PMO",Etapa 1,R6,,Alta,Alto,Backend,0,S23,Noviembre,Por etapa
Gestión segura de secretos y credenciales (HashiCorp Vault),"Implementación de vault para gestión centralizada de secretos: API keys, contraseñas de BD, certificados. Acceso por políticas, rotación automática, auditoría de accesos. Eliminación de secrets en código/configs.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-08-03,2026-09-04,"SEGURIDAD,INFRAESTRUCTURA",32,BE2-S16,BACKEND 2,Etapa 1,R3,,Alta,Alto,Backend,0,S10,Agosto,Por etapa
Revision de seguridad de servicios de terceros integrados,"Auditoria de seguridad de cada servicio externo integrado (SMS gateway, servicios de correo, APIs de notificacion): verificar autenticacion, cifrado en transito, validacion de certificados, manejo de tokens, tiempos de espera. Documentar riesgos de cada integracion.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-31,2026-10-02,"SEGURIDAD,INTEGRACION",32,BE2-S17,BACKEND 2,Etapa 1,R4,,Alta,Alto,Backend,0,S14,Agosto,Por etapa
Testing de penetración interno (preparación pre-auditoría),"Pentesting interno usando herramientas automatizadas (OWASP ZAP, Burp Suite): escaneo de endpoints, fuzzing de inputs, testing de autenticación/autorización, análisis de cookies/tokens. Reporte con hallazgos.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-28,2026-11-06,"SEGURIDAD,PRUEBAS_CALIDAD",40,BE2-S18,BACKEND 2,Etapa 1,R5,,Alta,Alto,Backend,0,S18,Septiembre,Por etapa
Monitoreo de seguridad en producción durante marcha blanca,"Vigilancia activa de seguridad durante las primeras semanas en produccion: revision de registros de acceso, deteccion de patrones anomalos, verificacion de limites de peticiones, validacion de controles de acceso activos.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-02,2026-11-30,"SEGURIDAD,PRODUCCION",47,BE2-S19,"BACKEND 2, SYS",Etapa 1,R6,,Media,Alto,Backend,0,S23,Noviembre,Por etapa
Documentación API completa (Swagger/OpenAPI 3.0),"Documentación auto-generada de todas las APIs REST: endpoints, parámetros, respuestas, códigos de error, ejemplos. Portal interactivo Swagger UI para el equipo y futuros integradores.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTEGRACION,DOCUMENTACION,DATOS",32,BE3-I01,BACKEND 3,Etapa 1,R2,P1-M2-005,Media,Bajo,Backend,0,S5,Junio,Por etapa
Monitoreo de salud de integraciones (health dashboard),"Dashboard de monitoreo que muestra el estado de cada integración: API legacy (up/down/degraded), Kafka (lag, throughput), ETL (última ejecución, errores), WebSocket (conexiones activas). Alertas automáticas.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-07,"INTEGRACION,INFRAESTRUCTURA",32,BE3-I02,BACKEND 3,Etapa 1,R3,,Alta,Medio,Backend,0,S9,Julio,Por etapa
Sistema centralizado de deteccion y alerta de errores del sistema,"Herramienta que captura automaticamente cualquier error que ocurra en el servidor o en la pantalla de los usuarios. Los errores se agrupan por tipo, se muestra donde ocurrieron, y se envia alerta automatica al equipo de desarrollo. Panel de control con lista de errores ordenados por gravedad.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-08-03,2026-09-04,"INTEGRACION,INFRAESTRUCTURA",32,BE3-I03,BACKEND 3,Etapa 1,R3,,Alta,Medio,Backend,0,S10,Agosto,Por etapa
Agregación centralizada de logs (ELK/Loki),"Stack de logs centralizado: recolección de logs de todos los servicios (backend, frontend, DB, Kafka), almacenamiento centralizado, búsqueda, correlación por request-id. Retención 30 días. Dashboard en Grafana.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-07,"INTEGRACION,INFRAESTRUCTURA",40,BE3-I04,BACKEND 3,Etapa 1,R3,,Alta,Medio,Backend,0,S9,Julio,Por etapa
Servicio SMS y WhatsApp para alertas críticas de sensores,"Integración con gateway SMS (Twilio/local) y WhatsApp Business API para enviar alertas críticas: sensor fuera de rango, equipo en falla, incidente de seguridad. Solo para alertas severity=CRITICAL.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-28,2026-11-06,"NOTIFICACIONES,SENSORES,INTEGRACION",32,BE3-I07,BACKEND 3,Etapa 1,R4,P1-M3-027,Alta,Alto,Backend,0,S18,Septiembre,Por etapa
Notificaciones in-app en tiempo real (vía WebSocket),"Sistema de notificaciones dentro de la plataforma vía WebSocket: badge con contador, panel de notificaciones, sonido configurable. Tipos: informe pendiente, aprobación recibida, alerta sensor, mención en comentario.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-28,2026-11-06,"NOTIFICACIONES,DATOS,INTEGRACION",24,BE3-I08,BACKEND 3,Etapa 1,R4,P1-M2-003,Alta,Medio,Backend,0,S18,Septiembre,Por etapa
Proteccion contra fallas de servicios externos: reintento automatico y desconexion temporal,"Cuando un servicio externo falla (SMS, email, sistema antiguo), el sistema reintenta automaticamente con tiempos de espera crecientes. Si el servicio sigue fallando, el sistema se desconecta temporalmente para no bloquearse y sigue funcionando con el resto de funcionalidades.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-31,2026-10-02,"INTEGRACION,DATOS",24,BE3-I09,BACKEND 3,Etapa 1,R4,,Alta,Alto,Backend,0,S14,Agosto,Por etapa
Testing de integraciones end-to-end con datos reales,"Pruebas completas de cada integracion con datos reales del ambiente de pruebas: proceso completo de carga de datos, sincronizacion con sistema antiguo ida y vuelta, notificaciones, exportacion de informes. Verificacion de integridad de datos.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-28,2026-11-06,"INTEGRACION,PRUEBAS_CALIDAD",32,BE3-I10,"BACKEND 3, QA",Etapa 1,R5,,Alta,Alto,Backend,0,S18,Septiembre,Por etapa
