Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
Pipeline de preprocesamiento de datos para modelos de IA,"Construcción de pipelines automatizados de preprocesamiento: normalización de imágenes, augmentation, tokenización de texto, feature extraction de audio. Reproducibles y versionados con DVC.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-07-01,2026-07-31,INTELIGENCIA_ARTIFICIAL,35,IA-M02,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R2,IA-M01,Alta,Medio,IA,Desarrollo,S3-S5,Julio,90.9,Agile — Desarrollo por Sprint
Preparar servidor de Inteligencia Artificial (GPU + MLflow),"OBJETIVO: Infraestructura para entrenar, probar y publicar modelos de IA del proyecto.

PARA LA MINA: Base para OCR, prediccion de fallas, sugerencias en informes y analisis de sensores.

ENTREGABLE: Servidor con GPU, MLflow, pipeline de despliegue de modelos, acceso seguro para equipo IA.

VPS REQUERIDO: SI — puede ser nodo GPU en VPS desarrollo o servidor dedicado (~agosto 2026, semana 9).

DEPENDE DE: DEV-003 (VPS desarrollo operativo).

EXITO: Equipo IA entrena un modelo y lo publica en ambiente compartido.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",44,IA-M03,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), SYS-Infraestructura, BACKEND 3 — Integraciones",R3,DEV-003,Alta,Alto,IA,Desarrollo,S3-S5,Julio,0.0,Agile — Desarrollo por Sprint
Servicio OCR para documentos escaneados en mina,"Microservicio de OCR que permite subir documentos escaneados (partes de trabajo, formularios en papel) y extraer texto automáticamente. Usa Tesseract + post-procesamiento con NLP para limpiar resultados.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",31,IA-M04,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R3,IA-M02,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Motor de recomendaciones de informes similares,"Sistema que sugiere informes similares al que el usuario está creando: 'Otros informes sobre esta zona', 'Informes similares del mes anterior'. Usa embeddings de texto + búsqueda vectorial.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",28,IA-M05,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M02,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Detectar automaticamente la urgencia de informes de incidentes,"La IA analiza el contenido de los informes de incidentes y determina automaticamente su nivel de urgencia: detecta palabras de alerta ('colapso', 'fuga', 'evacuacion'), evalua la gravedad descrita, y si detecta un informe critico, lo escala automaticamente al supervisor inmediato con notificacion prioritaria.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-31,2026-08-05,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,NOTIFICACIONES",28,IA-M06,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M02,Alta,Medio,IA,Desarrollo,S5,Agosto,90.9,Agile — Desarrollo por Sprint
Prediccion de escritura en linea: sugerir texto mientras el usuario escribe,"Mientras el usuario escribe en el editor de informes, la IA muestra sugerencias en gris que el usuario puede aceptar con Tab: completa terminos tecnicos ('chan' -> 'chancadora primaria'), sugiere nombres de zonas de la mina, completa frases frecuentes en informes. El modelo esta entrenado con informes historicos de la operacion minera.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-01,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",32,IA-M07,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,IA-M02,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
API de generación de gráficos inteligentes desde datos,"Servicio que recibe datos tabulares del informe y sugiere automáticamente el mejor tipo de gráfico (barras, líneas, pie, scatter). Genera el gráfico con título y etiquetas automáticos.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,EXPORTACION",24,IA-M08,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Optimización y compresión de modelos para inferencia rápida,"Optimización de modelos para producción: cuantización INT8, pruning, ONNX export, benchmarking de latencia. Target: reconocimiento facial <200ms, NLP <100ms, detección EPP <500ms.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,INTELIGENCIA_ARTIFICIAL,35,IA-M10,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,,Alta,Medio,IA,Desarrollo,S12-S13,Octubre,90.0,Agile — Desarrollo por Sprint
"Documentación completa de modelos, métricas y limitaciones","Model Cards para cada modelo en producción: arquitectura, datos de entrenamiento, métricas de accuracy/recall/F1, limitaciones conocidas, sesgos detectados, condiciones de uso. Requerido para auditoría.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-09-30,"INTELIGENCIA_ARTIFICIAL,DOCUMENTACION,SEGURIDAD",28,IA-M11,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,,Media,Bajo,IA,Desarrollo,S9,Octubre,90.0,Agile — Desarrollo por Sprint
Benchmark y evaluación comparativa de modelos en producción,"Evaluación rigurosa de cada modelo con datos de validación mineros reales: accuracy por condición (día/noche, polvo, distancia), falsos positivos/negativos, comparación con baseline humano.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,PRUEBAS_CALIDAD",29,IA-M12,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), QA-Calidad (desde mes 2)",R5,IA-M10,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Vigilar que los modelos de IA sigan funcionando correctamente en produccion,"Sistema que monitorea continuamente la calidad de las predicciones de la IA en produccion: si un modelo empieza a equivocarse mas de lo normal (porque los datos cambiaron o las condiciones son diferentes a las de entrenamiento), el sistema genera alerta automatica indicando que necesita re-entrenamiento.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"INTELIGENCIA_ARTIFICIAL,INFRAESTRUCTURA",35,IA-M13,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,IA-M10,Alta,Alto,IA,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Entrenamiento con datos reales de producción (fine-tuning final),"Una vez en producción, re-entrenar modelos con datos reales de la mina (en lugar de datos sintéticos/históricos). Mejora significativa en accuracy. Fine-tuning de STT con acentos locales.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,INTELIGENCIA_ARTIFICIAL,41,IA-M14,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,IA-M13,Alta,Alto,IA,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Pipeline de evaluación automática de calidad de datos,"Sistema que evalúa la calidad de los datasets de entrenamiento: detección de duplicados, valores faltantes, distribución de clases, outliers. Reporte automático de calidad. Gate de calidad antes de entrenar.",MES3_AGOSTO_UX_Sensores,Backlog,High,2026-08-03,2026-08-31,"INTELIGENCIA_ARTIFICIAL,DATOS",35,IA-M15,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R3,IA-M01,Alta,Medio,IA,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Modelo de detección de anomalías en informes (contenido),"Detector de anomalías en contenido de informes: valores numéricos fuera de rango, textos duplicados de informes anteriores, secciones faltantes obligatorias. Alertas antes de la aprobación del informe.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,PRUEBAS_CALIDAD",35,IA-M16,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,IA-M02,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Dashboard de métricas de todos los modelos de IA en producción,"Panel unificado con las métricas de cada modelo: accuracy actual, número de inferencias/día, latencia p50/p95, drift score, fecha de último re-entrenamiento. Visible para equipo técnico y gerencia.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,GERENCIA",38,IA-M17,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), Soporte PMO — Analista Funcional y Documentador",R5,IA-M12,Alta,Medio,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
SYS: hardening Docker Compose staging y pipeline despliegue base,"Configuracion inicial de entorno staging, secrets, healthchecks y despliegue automatizado base del stack.",MES2_JULIO_Backend_Core,Backlog,High,2026-10-22,2026-11-18,INFRAESTRUCTURA,23,P1-LOAD-SYS-01,SYS-Infraestructura,R2,DEV-004,Media,Medio,Infraestructura,Desarrollo,S11-S13,Transversal,99.6,Agile — Desarrollo por Sprint
SYS: monitoreo base Prometheus/Grafana y alertas operativas,"Dashboards de CPU, memoria, disco y latencia API; alertas Slack/email para umbrales criticos.",MES3_AGOSTO_Frontend_Core,Backlog,High,2026-11-18,2026-11-30,INFRAESTRUCTURA,21,P1-LOAD-SYS-02,SYS-Infraestructura,R3,P1-LOAD-SYS-01,Media,Medio,Infraestructura,Desarrollo,S13,Transversal,100.0,Agile — Desarrollo por Sprint
SYS: optimizacion Nginx cache/compresion y tuning VPS Lima,"Cache estatico, gzip/brotli, limites de conexion y ajuste de recursos para carga concurrente minera.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,INFRAESTRUCTURA,17,P1-LOAD-SYS-03,SYS-Infraestructura,R4,P1-LOAD-SYS-02,Media,Medio,Infraestructura,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Reunión de Kick-off con accionistas y Gerencia Minera,"Presentación del proyecto, alcance SOW, equipo, cronograma y expectativas de entregables ante Directorio y Gerencia Operacional.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO",8,P1-M1-001,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S1-S3,Junio,97.9,Agile — Desarrollo por Sprint
Aprobar documento de definición de alcance (SOW),"Revisión, ajuste y firma formal del Statement of Work con todas las partes interesadas.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-30,2026-06-30,"ARQUITECTURA,DOCUMENTACION,CRITICO",16,P1-M1-002,ARQ-Arquitecto TI / PMO,R1,P1-M1-001,Baja,Alto,Arquitectura,Desarrollo,S3,Junio,97.9,Agile — Desarrollo por Sprint
Levantamiento funcional para sistema de informes mineros avanzados,"Entrevistas con ingenieros de mina, supervisores y gerencia para capturar requisitos funcionales del módulo de reportabilidad.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-30,2026-06-30,"ARQUITECTURA,DOCUMENTACION",35,P1-M1-003,"ARQ-Arquitecto TI / PMO, FRONTEND 1 — Interfaces (mes 1 al 6), Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-001,Media,Medio,Arquitectura,Desarrollo,S3,Junio,97.9,Agile — Desarrollo por Sprint
"Definir requerimientos no funcionales (latencia, concurrencia)","Documentar NFRs: latencia <20ms, 10K sensores concurrentes, disponibilidad 99.9%, auto-guardado <0.5s.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO",19,P1-M1-004,"ARQ-Arquitecto TI / PMO, BACKEND 1 — DBA / Arq. Datos y Core",R1,P1-M1-003,Media,Alto,Arquitectura,Desarrollo,S1-S3,Junio,97.9,Agile — Desarrollo por Sprint
"Seleccionar y validar frameworks (C++ Boost, React 18, FastAPI)","Evaluación técnica y PoC de stack: C++ Boost.Asio, React 18 + TipTap, PostgreSQL/TimescaleDB, Redpanda.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"ARQUITECTURA,DATOS",31,P1-M1-005,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO, FRONTEND 1 — Interfaces (mes 1 al 6)",R1,P1-M1-004,Alta,Medio,Arquitectura,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
"FE1 mes 1: setup React/Vite, contratos API con BE1/DBA y shell ReportStudio","Unico frontend activo en junio: levantar arquitectura Vite, routing base, contratos REST/WebSocket con backend y shell navegable del ReportStudio para validacion temprana con ARQ.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,DATOS,EDITOR_INFORMES,ARQUITECTURA",28,P1-ALC-FE1-M1,"FRONTEND 1 — Interfaces (mes 1 al 6), BACKEND 1 — DBA / Arq. Datos y Core",R1,P1-M1-005,Alta,Alto,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
QA: plan maestro de pruebas y casos base modulos core,"Elaborar TQA01 extendido, casos smoke/regression para auth, CRUD informes y telemetria base.",MES2_JULIO_Backend_Core,Backlog,High,2026-09-28,2026-10-26,"PRUEBAS_CALIDAD,DOCUMENTACION",31,P1-LOAD-QA-01,"QA-Calidad (desde mes 2), Soporte PMO — Analista Funcional y Documentador",R2,P1-M1-005,Media,Medio,QA,Desarrollo,S9-S11,Transversal,91.4,Agile — Desarrollo por Sprint
"Definir flujos de autenticación, autorización y roles","Diseño de flujos JWT, OAuth2, RBAC multi-tenant, biometría facial para acceso a informes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"SEGURIDAD,ARQUITECTURA",28,P1-M1-006,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), ARQ-Arquitecto TI / PMO",R1,P1-M1-003,Alta,Alto,Arquitectura,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Modelar base de datos para informes mineros (JSONB),"Diseño de esquema PostgreSQL con JSONB para estructura granular de informes, versionamiento y auditoría.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA",31,P1-M1-007,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO",R1,P1-M1-004,Alta,Alto,Backend,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Modelar ERD de usuarios y flujos de aprobación,"Diagrama entidad-relación completo: usuarios, roles, permisos, workflows de aprobación de informes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA",14,P1-M1-008,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-007,Media,Medio,Backend,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Diseñar esquema multi-tenant (aislamiento por compañía/contratista),Arquitectura de aislamiento de datos por empresa minera y contratista con particionamiento lógico.,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,ARQUITECTURA,SEGURIDAD",24,P1-M1-009,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO",R1,P1-M1-007,Alta,Alto,Arquitectura,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Definir particiones automáticas en TimescaleDB para telemetría,"Diseño de hypertables, políticas de retención y compresión para datos de sensores IoT.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"DATOS,SENSORES",14,P1-M1-010,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-007,Alta,Medio,Backend,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Auditar sistemas legacy actuales en mina,"Relevamiento de interfaces actuales, formatos de datos, APIs existentes y puntos de integración.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"ARQUITECTURA,DOCUMENTACION",32,P1-M1-011,"ARQ-Arquitecto TI / PMO, BACKEND 3 — Integraciones, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-003,Media,Medio,Arquitectura,Desarrollo,S1-S3,Junio,97.9,Agile — Desarrollo por Sprint
Elaborar y presentar documentos de diseño de backend,"Documentación técnica de APIs, diagramas de secuencia, contratos de servicio y patrones de diseño.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"ARQUITECTURA,DOCUMENTACION,DATOS",28,P1-M1-012,"BACKEND 1 — DBA / Arq. Datos y Core, ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-005,Media,Bajo,Backend,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
Análisis heurístico de las interfaces antiguas,Evaluación UX de sistemas legacy para identificar pain points y oportunidades de mejora.,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,DOCUMENTACION",11,P1-M1-013,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-003,Baja,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Crear guía de estilos de negocio (Design System minero),"Definición de paleta, tipografía, componentes, iconografía y guidelines para la plataforma.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,DOCUMENTACION",13,P1-M1-014,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-013,Media,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Mantenimiento continuo del Design System y componentes,"Actualización del Design System a medida que se desarrollan nuevos componentes: documentación de uso, estados, variantes. Asegurar consistencia visual en toda la plataforma. Revisión de cumplimiento por sprint.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DOCUMENTACION",42,FE2-U03,"FRONTEND 2 — UX y Soporte (desde mes 2), Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M1-014,Media,Bajo,Frontend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Diseño de pantallas específicas para tablets de campo,"Diseño e implementación de vistas optimizadas para tablets que se usan dentro de la mina: botones grandes (touch-friendly), lectura en luz solar, menús simplificados, modo de alta visibilidad. Compatible con guantes de seguridad.",MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,CRITICO",34,FE2-U04,FRONTEND 2 — UX y Soporte (desde mes 2),R3,P1-M1-014,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Diseño de plantillas visuales corporativas de informes,"Diseño de 10+ plantillas de informes mineros con carátula, membrete, estilos de tabla, gráficos corporativos: Informe Diario, Informe Semanal, Reporte de Incidente, Informe Gerencial, Reporte Ambiental, etc.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-28,2026-09-30,"EXPERIENCIA_USUARIO,EDITOR_INFORMES,EXPORTACION",32,FE2-U07,FRONTEND 2 — UX y Soporte (desde mes 2),R4,P1-M1-014,Alta,Medio,Frontend,Desarrollo,S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Wireframes low-fidelity: login y control de acceso,"Bocetos iniciales de pantallas de login, recuperación de contraseña y selección de roles.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,EXPERIENCIA_USUARIO,11,P1-M1-015,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Baja,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Wireframes: dashboard general e indicadores de telemetría (KPIs),"Diseño de dashboard principal con widgets de KPIs operacionales, alertas y tendencias.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,SENSORES",11,P1-M1-016,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Media,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Diseño del dashboard ejecutivo para Gerencia,"Dashboard de alto nivel para gerentes y directores: KPIs de producción, estado de informes, alertas de sensores, mapa ejecutivo simplificado, indicadores de cumplimiento. Vista de un vistazo (glanceable).",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPERIENCIA_USUARIO,GERENCIA",27,FE2-U11,FRONTEND 2 — UX y Soporte (desde mes 2),R4,P1-M1-016,Alta,Medio,Frontend,Desarrollo,S7-S9,Septiembre,90.6,Agile — Desarrollo por Sprint
Pantallas ejecutivas de gerencia (dashboards de dirección),"Implementación de dashboards de alto nivel para directivos: resumen de producción, estado de informes por zona, tendencias de alertas, mapa ejecutivo, indicadores de cumplimiento normativo.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"GERENCIA,EXPERIENCIA_USUARIO",25,FE1-O06,"FRONTEND 1 — Interfaces (mes 1 al 6), Soporte PMO — Analista Funcional y Documentador",R4,FE2-U11,Alta,Medio,Frontend,Desarrollo,S7-S9,Septiembre,98.3,Agile — Desarrollo por Sprint
Wireframes: editor de reportes técnicos avanzados (ReportStudio),"Prototipo del ReportStudio: toolbar, formato, tablas, imágenes, reglas horizontales, firma digital, auto-guardado.",MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,EXPORTACION,EDITOR_INFORMES",13,P1-M1-017,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Alta,Medio,Frontend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Aprobación gerencial de arquitectura y documentos de diseño,"Presentación formal y aprobación de diseño técnico, stack tecnológico y plan de ejecución.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO,DOCUMENTACION",8,P1-M1-018,ARQ-Arquitecto TI / PMO,R1,P1-M1-012,Baja,Alto,Arquitectura,Desarrollo,S1-S3,Junio,97.9,Agile — Desarrollo por Sprint
Configurar registro automatico de cambios en la base de datos (auditoria),"Crear mecanismos en la base de datos que registren automaticamente cuando alguien modifica, elimina o accede a informacion sensible: quien hizo el cambio, cuando, y que datos se modificaron. Esencial para cumplimiento normativo minero.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DATOS,SEGURIDAD",10,P1-M1-019,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-008,Media,Medio,Backend,Desarrollo,S1-S3,Junio,99.7,Agile — Desarrollo por Sprint
"Documentar módulos (informes, autorizaciones)",Especificación funcional detallada de cada módulo del sistema de reportabilidad.,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DOCUMENTACION,ARQUITECTURA",21,P1-M1-020,"ARQ-Arquitecto TI / PMO, BACKEND 1 — DBA / Arq. Datos y Core, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-012,Media,Bajo,Arquitectura,Desarrollo,S1-S3,Junio,97.9,Agile — Desarrollo por Sprint
Inicializar repositorio C++ (CMakeLists y vcpkg),"Setup del proyecto C++ con CMake, vcpkg, estructura de directorios, CI local y compilación base.",MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,INFRAESTRUCTURA",10,P1-M2-001,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M1-005,Media,Bajo,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
"FE2: validacion UX temprana de login, auth y responsive tablet mina","Pruebas de usabilidad en julio sobre flujos de acceso, permisos y layout responsive para tablets de campo con guantes.",MES2_JULIO_Backend_Core,Backlog,High,2026-10-26,2026-11-20,"EXPERIENCIA_USUARIO,PRUEBAS_CALIDAD",25,P1-LOAD-FE2-01,"FRONTEND 2 — UX y Soporte (desde mes 2), QA-Calidad (desde mes 2)",R2,P1-M2-001,Media,Medio,Frontend,Desarrollo,S11-S13,Transversal,90.0,Agile — Desarrollo por Sprint
Desarrollar estructuras de red nativas con Boost.Asio,Construccion del modulo de comunicaciones de red de alta velocidad que permite al sistema enviar y recibir datos de sensores en milisegundos.,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,CRITICO",24,P1-M2-002,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-001,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Crear servidor de comunicacion en tiempo real (WebSocket),Servidor que permite enviar actualizaciones instantaneas a las pantallas de los usuarios sin que tengan que refrescar la pagina.,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,CRITICO",37,P1-M2-003,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M2-002,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Notificaciones in-app en tiempo real (vía WebSocket),"Sistema de notificaciones dentro de la plataforma vía WebSocket: badge con contador, panel de notificaciones, sonido configurable. Tipos: informe pendiente, aprobación recibida, alerta sensor, mención en comentario.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"NOTIFICACIONES,DATOS,INTEGRACION",24,BE3-I08,BACKEND 3 — Integraciones,R4,P1-M2-003,Alta,Medio,Backend,Desarrollo,S7-S9,Septiembre,91.6,Agile — Desarrollo por Sprint
Optimizar formato de envio de datos de sensores (compresion ligera),"Crear un formato compacto para enviar datos de sensores que consuma el minimo de ancho de banda, especialmente importante en zonas de mina con conexion limitada.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES",24,P1-M2-004,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-002,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
"Implementar endpoints REST: autorización, revisión y firmas","API REST completa para CRUD de informes, flujo de aprobación y firma digital.",MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,SEGURIDAD",40,P1-M2-005,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
